# Printing path from GOAL to SOURCE
# Time elapsed by A* Algorithm 847.788223s 
# Time elapsed reading binary file 0.725454s
# Total time elapsed 849.393078s
# Iteration | Node Id | Distance | latitude | long
 365 |  307515969 |   0.00 | 37.658227 | -5.548067
 366 | 1069391595 |   0.00 | 37.660598 | -5.545226
 367 | 1069391472 |   0.00 | 37.661552 | -5.543899
 368 | 1069391495 |   0.00 | 37.662125 | -5.543098
 369 | 1069391504 |   0.00 | 37.662664 | -5.542245
 370 | 1069391561 |   0.00 | 37.663353 | -5.541137
 371 | 1069391583 |   0.00 | 37.664389 | -5.539263
 372 | 1069391551 |   0.00 | 37.665337 | -5.537305
 373 | 1069391568 |   0.00 | 37.666138 | -5.535345
 374 | 1069391526 |   0.00 | 37.666504 | -5.534379
 375 | 1069391500 |   0.00 | 37.666897 | -5.533290
 376 |  307515964 |   0.00 | 37.667400 | -5.531587
 377 | 1226743538 |   0.00 | 37.668117 | -5.528901
 378 |  307515793 |   0.00 | 37.668659 | -5.526115
 379 |  307515792 |   0.00 | 37.668964 | -5.523823
 380 |  307515791 |   0.00 | 37.669386 | -5.519655
 381 |  307515790 |   0.00 | 37.669583 | -5.514979
 382 |  307515789 |   0.00 | 37.670654 | -5.510254
 383 |  307515787 |   0.00 | 37.671403 | -5.506969
 384 |  307515786 |   0.00 | 37.672515 | -5.503470
 385 |  307515785 |   0.00 | 37.673653 | -5.500438
 386 |  307515784 |   0.00 | 37.674708 | -5.498185
 387 |  307515783 |   0.00 | 37.676240 | -5.495066
 388 |  307515782 |   0.00 | 37.677463 | -5.493006
 389 |  307515692 |   0.00 | 37.679793 | -5.489357
 390 |  307515691 |   0.00 | 37.681604 | -5.485792
 391 | 1419201206 |   0.00 | 37.682220 | -5.484426
 392 |  307515690 |   0.00 | 37.682892 | -5.482713
 393 | 1419201215 |   0.00 | 37.683595 | -5.480788
 394 |  307515689 |   0.00 | 37.683818 | -5.480097
 395 | 1418292675 |   0.00 | 37.684678 | -5.476859
 396 |  307515688 |   0.00 | 37.685294 | -5.474422
 397 |  307515687 |   0.00 | 37.687109 | -5.466398
 398 | 1069348731 |   0.00 | 37.689447 | -5.457493
 399 | 1069348491 |   0.00 | 37.692370 | -5.445636
 400 |  307515685 |   0.00 | 37.694444 | -5.436701
 401 |  307515684 |   0.00 | 37.705446 | -5.397391
 402 |  307515683 |   0.00 | 37.710199 | -5.380568
 403 | 1226743561 |   0.00 | 37.713040 | -5.371728
 404 | 1069356119 |   0.00 | 37.716277 | -5.360253
 405 | 1069277857 |   0.00 | 37.716887 | -5.358125
 406 | 1069277781 |   0.00 | 37.717233 | -5.356917
 407 | 1069278034 |   0.00 | 37.717360 | -5.356420
 408 | 1069278160 |   0.00 | 37.718241 | -5.353255
 409 | 1069277846 |   0.00 | 37.719542 | -5.348905
 410 | 1069277795 |   0.00 | 37.719804 | -5.348038
 411 | 1069277994 |   0.00 | 37.721009 | -5.344407
 412 | 1069277817 |   0.00 | 37.722612 | -5.339898
 413 |  307515678 |   0.00 | 37.725911 | -5.331473
 414 | 1069316457 |   0.00 | 37.726951 | -5.328826
 415 | 1069315713 |   0.00 | 37.727031 | -5.328623
 416 |  307515677 |   0.00 | 37.732228 | -5.315403
 417 |  307515676 |   0.00 | 37.733886 | -5.311087
 418 | 1069375046 |   0.00 | 37.734975 | -5.308317
 419 | 1069374490 |   0.00 | 37.735035 | -5.308166
 420 | 1069278096 |   0.00 | 37.735457 | -5.307092
 421 |  307515675 |   0.00 | 37.735616 | -5.306695
 422 |  881385377 |   0.00 | 37.737515 | -5.301937
 423 |  881385434 |   0.00 | 37.739242 | -5.297487
 424 |  881385428 |   0.00 | 37.740242 | -5.295115
 425 |  881385210 |   0.00 | 37.741242 | -5.292719
 426 |  881385290 |   0.00 | 37.742336 | -5.290336
 427 |  881385464 |   0.00 | 37.743133 | -5.288683
 428 |  881385390 |   0.00 | 37.743977 | -5.287026
 429 |  881385360 |   0.00 | 37.744806 | -5.285338
 430 |  881385438 |   0.00 | 37.746611 | -5.281923
 431 |  881385214 |   0.00 | 37.747889 | -5.279465
 432 |  307515523 |   0.00 | 37.750320 | -5.274782
 433 |  881385504 |   0.00 | 37.751835 | -5.271854
 434 |  881385305 |   0.00 | 37.753402 | -5.268865
 435 |  881385295 |   0.00 | 37.756598 | -5.262750
 436 |  881385381 |   0.00 | 37.762905 | -5.250609
 437 |  881385451 |   0.00 | 37.764796 | -5.247018
 438 |  881385368 |   0.00 | 37.766547 | -5.243549
 439 |  881385497 |   0.00 | 37.767485 | -5.241759
 440 |  881385204 |   0.00 | 37.768446 | -5.240079
 441 |  881385508 |   0.00 | 37.769466 | -5.238055
 442 |  881385280 |   0.00 | 37.771255 | -5.234558
 443 |  881385309 |   0.00 | 37.772970 | -5.231185
 444 |  881385386 |   0.00 | 37.774791 | -5.227692
 445 |  881385501 |   0.00 | 37.775428 | -5.226485
 446 |  881385223 |   0.00 | 37.776390 | -5.224625
 447 |  881385441 |   0.00 | 37.777511 | -5.222546
 448 |  307515519 |   0.00 | 37.778721 | -5.220536
 449 |  881385313 |   0.00 | 37.780135 | -5.218275
 450 |  881385234 |   0.00 | 37.781704 | -5.216016
 451 |  881385456 |   0.00 | 37.783389 | -5.213421
 452 |  881367708 |   0.00 | 37.784897 | -5.210813
 453 |  881367608 |   0.00 | 37.785762 | -5.209035
 454 |  881367893 |   0.00 | 37.786546 | -5.207209
 455 |  881367788 |   0.00 | 37.787602 | -5.204494
 456 |  881367985 |   0.00 | 37.788204 | -5.202625
 457 |  881367545 |   0.00 | 37.788773 | -5.200756
 458 |  881367862 |   0.00 | 37.789667 | -5.197223
 459 |  307515512 |   0.00 | 37.790176 | -5.194310
 460 |  881367823 |   0.00 | 37.790370 | -5.192586
 461 |  881367720 |   0.00 | 37.790523 | -5.191023
 462 |  881367701 |   0.00 | 37.790680 | -5.189451
 463 |  881367944 |   0.00 | 37.790738 | -5.187290
 464 |  881367624 |   0.00 | 37.790743 | -5.185115
 465 |  307515509 |   0.00 | 37.790687 | -5.180754
 466 |  881367514 |   0.00 | 37.791049 | -5.178122
